ambiguity_radius_Ld,inverse_information_noise,empirical_worst_case_mae,mc_standard_error,max_rate_reference,risk_to_max_rate_ratio,dominant_regime,replications,seed
0.49238826317067413,0.017012542798525893,0.49245585103010725,8.500045953889257e-05,0.49238826317067413,1.0001372653746818,mechanism ambiguity,40000,2026091603
0.5878016072274915,0.017012542798525893,0.5878691950869246,8.500045953889258e-05,0.5878016072274915,1.0001149841351267,mechanism ambiguity,40000,2026091603
0.701703828670383,0.017012542798525893,0.7017714165298161,8.500045953889258e-05,0.701703828670383,1.0000963196389583,mechanism ambiguity,40000,2026091603
0.837677640068292,0.017012542798525893,0.8377452279277251,8.500045953889258e-05,0.837677640068292,1.0000806848078547,mechanism ambiguity,40000,2026091603
1.0,0.017012542798525893,1.0000675878594332,8.500045953889257e-05,1.0,1.0000675878594332,mechanism ambiguity,40000,2026091603
0.01,0.020309176209047358,0.01815870046629883,6.777448366741136e-05,0.020309176209047358,0.8941130984037388,sampling noise,40000,2026091603
0.011937766417144363,0.020309176209047358,0.0189730895633124,7.0056901648563e-05,0.020309176209047358,0.9342126617061032,sampling noise,40000,2026091603
0.014251026703029978,0.020309176209047358,0.020102089453602315,7.299967669236172e-05,0.020309176209047358,0.9898032912160766,sampling noise,40000,2026091603
0.017012542798525893,0.020309176209047358,0.02165540267404989,7.666105113570178e-05,0.020309176209047358,1.0662866110936993,sampling noise,40000,2026091603
0.020309176209047358,0.020309176209047358,0.023782590681624596,8.093055526465927e-05,0.020309176209047358,1.171026851942419,mechanism ambiguity,40000,2026091603
