surface,scenario,replicate,method,stage,candidate,planned_radius,solver_failures
sinusoidal,bridgeable,127,rinf_targeted,1,5,0.406497295285248,0
sinusoidal,bridgeable,127,rinf_targeted,1,6,0.375128798369948,0
sinusoidal,bridgeable,127,rinf_targeted,1,7,0.358454520146079,0
sinusoidal,bridgeable,127,rinf_targeted,1,8,0.369002879405161,0
sinusoidal,bridgeable,127,rinf_targeted,1,9,0.370670936159962,0
sinusoidal,bridgeable,127,rinf_targeted,2,4,0.358454520146079,0
sinusoidal,bridgeable,127,rinf_targeted,2,5,0.358454519033337,0
sinusoidal,bridgeable,127,rinf_targeted,2,6,0.358454520146079,0
sinusoidal,bridgeable,127,rinf_targeted,2,8,0.358454518752726,0
sinusoidal,bridgeable,127,rinf_targeted,2,9,0.358454520146079,0
sinusoidal,bridgeable,127,rinf_targeted,3,4,0.358454518752726,0
sinusoidal,bridgeable,127,rinf_targeted,3,5,0.358454518752726,0
sinusoidal,bridgeable,127,rinf_targeted,3,6,0.358454518752726,0
sinusoidal,bridgeable,127,rinf_targeted,3,9,0.35845451847954,0
sinusoidal,bridgeable,128,r2_targeted,1,4,0.489251680905571,0
sinusoidal,bridgeable,128,r2_targeted,1,5,0.41248142104631,0
sinusoidal,bridgeable,128,r2_targeted,1,6,0.312079747963088,0
sinusoidal,bridgeable,128,r2_targeted,1,7,0.296281879830967,0
sinusoidal,bridgeable,128,r2_targeted,1,8,0.287893001994689,0
sinusoidal,bridgeable,128,r2_targeted,1,9,0.290353624912082,0
sinusoidal,bridgeable,128,r2_targeted,2,4,0.275109418205112,0
sinusoidal,bridgeable,128,r2_targeted,2,5,0.257956354310005,0
sinusoidal,bridgeable,128,r2_targeted,2,6,0.248260967062706,0
sinusoidal,bridgeable,128,r2_targeted,2,7,0.247929229289636,0
sinusoidal,bridgeable,128,r2_targeted,2,9,0.255173908368745,0
sinusoidal,bridgeable,128,r2_targeted,3,4,0.23993544593052,0
sinusoidal,bridgeable,128,r2_targeted,3,5,0.230601484020321,0
sinusoidal,bridgeable,128,r2_targeted,3,6,0.226305260958988,0
sinusoidal,bridgeable,128,r2_targeted,3,9,0.235188980602086,0
sinusoidal,bridgeable,128,rinf_targeted,1,4,0.520743095956163,0
sinusoidal,bridgeable,128,rinf_targeted,1,5,0.426572110154585,0
sinusoidal,bridgeable,128,rinf_targeted,1,6,0.356089359766595,0
sinusoidal,bridgeable,128,rinf_targeted,1,7,0.354074873113266,0
sinusoidal,bridgeable,128,rinf_targeted,1,8,0.350252224901036,0
sinusoidal,bridgeable,128,rinf_targeted,1,9,0.351951331411747,0
sinusoidal,bridgeable,128,rinf_targeted,2,4,0.350252224901036,0
sinusoidal,bridgeable,128,rinf_targeted,2,5,0.350252221147796,0
sinusoidal,bridgeable,128,rinf_targeted,2,6,0.350252222442617,0
sinusoidal,bridgeable,128,rinf_targeted,2,7,0.350252224901036,0
sinusoidal,bridgeable,128,rinf_targeted,2,9,0.350252222820531,0
sinusoidal,bridgeable,128,rinf_targeted,3,4,0.350252221147796,0
sinusoidal,bridgeable,128,rinf_targeted,3,6,0.350252221147796,0
sinusoidal,bridgeable,128,rinf_targeted,3,7,0.350252221147796,0
sinusoidal,bridgeable,128,rinf_targeted,3,9,0.350252221147796,0
sinusoidal,bridgeable,129,r2_targeted,1,4,0.533295992079983,0
sinusoidal,bridgeable,129,r2_targeted,1,5,0.452531020158746,0
sinusoidal,bridgeable,129,r2_targeted,1,6,0.349126870249021,0
sinusoidal,bridgeable,129,r2_targeted,1,7,0.312798788617579,0
sinusoidal,bridgeable,129,r2_targeted,1,8,0.309632645194783,0
sinusoidal,bridgeable,129,r2_targeted,1,9,0.313553823971457,0
sinusoidal,bridgeable,129,r2_targeted,2,4,0.294698903387552,0
sinusoidal,bridgeable,129,r2_targeted,2,5,0.279892954544561,0
sinusoidal,bridgeable,129,r2_targeted,2,6,0.26734777203469,0
sinusoidal,bridgeable,129,r2_targeted,2,7,0.263191115442641,0
sinusoidal,bridgeable,129,r2_targeted,2,9,0.272123561067387,0
sinusoidal,bridgeable,129,r2_targeted,3,4,0.254256755425131,0
sinusoidal,bridgeable,129,r2_targeted,3,5,0.246336505706537,0
sinusoidal,bridgeable,129,r2_targeted,3,6,0.240792225652832,0
sinusoidal,bridgeable,129,r2_targeted,3,9,0.248953129696789,0
sinusoidal,bridgeable,129,rinf_targeted,1,4,0.579020328892719,0
sinusoidal,bridgeable,129,rinf_targeted,1,5,0.459699030891098,0
sinusoidal,bridgeable,129,rinf_targeted,1,6,0.387998344818516,0
sinusoidal,bridgeable,129,rinf_targeted,1,7,0.367571800656654,0
sinusoidal,bridgeable,129,rinf_targeted,1,8,0.371933300152547,0
sinusoidal,bridgeable,129,rinf_targeted,1,9,0.378056330343984,0
sinusoidal,bridgeable,129,rinf_targeted,2,4,0.367571800656654,0
sinusoidal,bridgeable,129,rinf_targeted,2,5,0.367571796634631,0
sinusoidal,bridgeable,129,rinf_targeted,2,6,0.367571800656654,0
sinusoidal,bridgeable,129,rinf_targeted,2,8,0.367571800656654,0
sinusoidal,bridgeable,129,rinf_targeted,2,9,0.36757179479516,0
sinusoidal,bridgeable,129,rinf_targeted,3,4,0.36757179479516,0
sinusoidal,bridgeable,129,rinf_targeted,3,5,0.36757179479516,0
sinusoidal,bridgeable,129,rinf_targeted,3,6,0.36757179479516,0
sinusoidal,bridgeable,129,rinf_targeted,3,8,0.36757179479516,0
sinusoidal,bridgeable,130,r2_targeted,1,4,0.479754361082373,0
sinusoidal,bridgeable,130,r2_targeted,1,5,0.392349373763782,0
sinusoidal,bridgeable,130,r2_targeted,1,6,0.322810227787426,0
sinusoidal,bridgeable,130,r2_targeted,1,7,0.300564497494052,0
sinusoidal,bridgeable,130,r2_targeted,1,8,0.292763783075267,0
sinusoidal,bridgeable,130,r2_targeted,1,9,0.293691229532785,0
sinusoidal,bridgeable,130,r2_targeted,2,4,0.275678190338889,0
sinusoidal,bridgeable,130,r2_targeted,2,5,0.263570996224517,0
sinusoidal,bridgeable,130,r2_targeted,2,6,0.255038736970714,0
sinusoidal,bridgeable,130,r2_targeted,2,7,0.253736348888206,0
sinusoidal,bridgeable,130,r2_targeted,2,9,0.258712279816813,0
sinusoidal,bridgeable,130,r2_targeted,3,4,0.24253215629719,0
sinusoidal,bridgeable,130,r2_targeted,3,5,0.236590677073726,0
sinusoidal,bridgeable,130,r2_targeted,3,6,0.233001219624562,0
sinusoidal,bridgeable,130,r2_targeted,3,9,0.239548492619174,0
sinusoidal,bridgeable,130,rinf_targeted,1,4,0.519977164303691,0
sinusoidal,bridgeable,130,rinf_targeted,1,5,0.403329409575767,0
sinusoidal,bridgeable,130,rinf_targeted,1,6,0.365825821556802,0
sinusoidal,bridgeable,130,rinf_targeted,1,7,0.359174024078071,0
sinusoidal,bridgeable,130,rinf_targeted,1,8,0.35985328521423,0
sinusoidal,bridgeable,130,rinf_targeted,1,9,0.361903556373917,0
sinusoidal,bridgeable,130,rinf_targeted,2,4,0.359174024078071,0
sinusoidal,bridgeable,130,rinf_targeted,2,5,0.359174022979861,0
sinusoidal,bridgeable,130,rinf_targeted,2,6,0.359174023869094,0
sinusoidal,bridgeable,130,rinf_targeted,2,8,0.359174024078071,0
sinusoidal,bridgeable,130,rinf_targeted,2,9,0.359174024078071,0
sinusoidal,bridgeable,130,rinf_targeted,3,4,0.359174022979861,0
sinusoidal,bridgeable,130,rinf_targeted,3,6,0.359174022979861,0
sinusoidal,bridgeable,130,rinf_targeted,3,8,0.359174022979861,0
sinusoidal,bridgeable,130,rinf_targeted,3,9,0.359174022979861,0
sinusoidal,bridgeable,131,r2_targeted,1,4,0.505595765716716,0
sinusoidal,bridgeable,131,r2_targeted,1,5,0.394696332736383,0
sinusoidal,bridgeable,131,r2_targeted,1,6,0.335471590882522,0
sinusoidal,bridgeable,131,r2_targeted,1,7,0.297401840337754,0
sinusoidal,bridgeable,131,r2_targeted,1,8,0.298190268814004,0
sinusoidal,bridgeable,131,r2_targeted,1,9,0.302156221327483,0
sinusoidal,bridgeable,131,r2_targeted,2,4,0.29133747040583,0
sinusoidal,bridgeable,131,r2_targeted,2,5,0.259563362820822,0
sinusoidal,bridgeable,131,r2_targeted,2,6,0.252540043472576,0
sinusoidal,bridgeable,131,r2_targeted,2,8,0.253042874073251,0
sinusoidal,bridgeable,131,r2_targeted,2,9,0.260463359546191,0
sinusoidal,bridgeable,131,r2_targeted,3,4,0.243016494089401,0
sinusoidal,bridgeable,131,r2_targeted,3,5,0.232557425540905,0
sinusoidal,bridgeable,131,r2_targeted,3,8,0.232373792851456,0
sinusoidal,bridgeable,131,r2_targeted,3,9,0.238299122002467,0
sinusoidal,bridgeable,131,rinf_targeted,1,4,0.542485391658429,0
sinusoidal,bridgeable,131,rinf_targeted,1,5,0.407481999992625,0
sinusoidal,bridgeable,131,rinf_targeted,1,6,0.376377533586825,0
sinusoidal,bridgeable,131,rinf_targeted,1,7,0.352662406504527,0
sinusoidal,bridgeable,131,rinf_targeted,1,8,0.359992106062212,0
sinusoidal,bridgeable,131,rinf_targeted,1,9,0.365662489661157,0
sinusoidal,bridgeable,131,rinf_targeted,2,4,0.352662406504527,0
sinusoidal,bridgeable,131,rinf_targeted,2,5,0.352662406504527,0
sinusoidal,bridgeable,131,rinf_targeted,2,6,0.35057210586846,0
sinusoidal,bridgeable,131,rinf_targeted,2,8,0.350251557936159,0
sinusoidal,bridgeable,131,rinf_targeted,2,9,0.351981676936297,0
sinusoidal,bridgeable,131,rinf_targeted,3,4,0.350251555910163,0
sinusoidal,bridgeable,131,rinf_targeted,3,5,0.350251553151751,0
sinusoidal,bridgeable,131,rinf_targeted,3,6,0.350251557936159,0
sinusoidal,bridgeable,131,rinf_targeted,3,9,0.350251551787357,0
sinusoidal,bridgeable,132,r2_targeted,1,4,0.52127608948557,0
sinusoidal,bridgeable,132,r2_targeted,1,5,0.395967827709037,0
sinusoidal,bridgeable,132,r2_targeted,1,6,0.326452061140447,0
sinusoidal,bridgeable,132,r2_targeted,1,7,0.302921540215283,0
sinusoidal,bridgeable,132,r2_targeted,1,8,0.303768726665457,0
sinusoidal,bridgeable,132,r2_targeted,1,9,0.309033817504278,0
sinusoidal,bridgeable,132,r2_targeted,2,4,0.286449043064189,0
sinusoidal,bridgeable,132,r2_targeted,2,5,0.2640498163571,0
sinusoidal,bridgeable,132,r2_targeted,2,6,0.255149926306329,0
sinusoidal,bridgeable,132,r2_targeted,2,8,0.259533781948057,0
sinusoidal,bridgeable,132,r2_targeted,2,9,0.265348487238647,0
sinusoidal,bridgeable,132,r2_targeted,3,4,0.245255798171044,0
sinusoidal,bridgeable,132,r2_targeted,3,5,0.23293371211576,0
sinusoidal,bridgeable,132,r2_targeted,3,8,0.236571023263093,0
sinusoidal,bridgeable,132,r2_targeted,3,9,0.241377118425656,0
sinusoidal,bridgeable,132,rinf_targeted,1,4,0.569525600886282,0
sinusoidal,bridgeable,132,rinf_targeted,1,5,0.410117561782577,0
sinusoidal,bridgeable,132,rinf_targeted,1,6,0.36538959078295,0
sinusoidal,bridgeable,132,rinf_targeted,1,7,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,1,8,0.366963312744919,0
sinusoidal,bridgeable,132,rinf_targeted,1,9,0.372520678152949,0
sinusoidal,bridgeable,132,rinf_targeted,2,4,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,2,5,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,2,6,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,2,8,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,2,9,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,3,5,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,3,6,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,3,8,0.35915944487407,0
sinusoidal,bridgeable,132,rinf_targeted,3,9,0.35915944487407,0
sinusoidal,bridgeable,133,r2_targeted,1,4,0.477750858508031,0
sinusoidal,bridgeable,133,r2_targeted,1,5,0.388744226347483,0
sinusoidal,bridgeable,133,r2_targeted,1,6,0.336531472723537,0
sinusoidal,bridgeable,133,r2_targeted,1,7,0.302340263719349,0
sinusoidal,bridgeable,133,r2_targeted,1,8,0.294486520022158,0
sinusoidal,bridgeable,133,r2_targeted,1,9,0.29457474946415,0
sinusoidal,bridgeable,133,r2_targeted,2,4,0.27819038601835,0
sinusoidal,bridgeable,133,r2_targeted,2,5,0.260884758911256,0
sinusoidal,bridgeable,133,r2_targeted,2,6,0.256957631924338,0
sinusoidal,bridgeable,133,r2_targeted,2,7,0.251999102031955,0
sinusoidal,bridgeable,133,r2_targeted,2,9,0.25775890098603,0
sinusoidal,bridgeable,133,r2_targeted,3,4,0.241977193386372,0
sinusoidal,bridgeable,133,r2_targeted,3,5,0.232579078145085,0
sinusoidal,bridgeable,133,r2_targeted,3,6,0.231714077052147,0
sinusoidal,bridgeable,133,r2_targeted,3,9,0.237277631987708,0
sinusoidal,bridgeable,133,rinf_targeted,1,4,0.518496891142882,0
sinusoidal,bridgeable,133,rinf_targeted,1,5,0.404535175295946,0
sinusoidal,bridgeable,133,rinf_targeted,1,6,0.373392403816441,0
sinusoidal,bridgeable,133,rinf_targeted,1,7,0.358126825466378,0
sinusoidal,bridgeable,133,rinf_targeted,1,8,0.359693043126797,0
sinusoidal,bridgeable,133,rinf_targeted,1,9,0.362740512796406,0
sinusoidal,bridgeable,133,rinf_targeted,2,4,0.358126825466378,0
sinusoidal,bridgeable,133,rinf_targeted,2,5,0.358126825466378,0
sinusoidal,bridgeable,133,rinf_targeted,2,6,0.358126825466378,0
sinusoidal,bridgeable,133,rinf_targeted,2,8,0.358126821846096,0
sinusoidal,bridgeable,133,rinf_targeted,2,9,0.358126818316481,0
sinusoidal,bridgeable,133,rinf_targeted,3,4,0.358126818316477,0
sinusoidal,bridgeable,133,rinf_targeted,3,5,0.358126818316481,0
sinusoidal,bridgeable,133,rinf_targeted,3,6,0.358126818316481,0
sinusoidal,bridgeable,133,rinf_targeted,3,8,0.358126818316481,0
sinusoidal,bridgeable,134,r2_targeted,1,4,0.517455233683792,0
sinusoidal,bridgeable,134,r2_targeted,1,5,0.421270358297701,0
sinusoidal,bridgeable,134,r2_targeted,1,6,0.341515919341895,0
sinusoidal,bridgeable,134,r2_targeted,1,7,0.311933374658592,0
sinusoidal,bridgeable,134,r2_targeted,1,8,0.312669357625329,0
sinusoidal,bridgeable,134,r2_targeted,1,9,0.314118787860136,0
sinusoidal,bridgeable,134,r2_targeted,2,4,0.289245641125033,0
sinusoidal,bridgeable,134,r2_targeted,2,5,0.273846116685018,0
sinusoidal,bridgeable,134,r2_targeted,2,6,0.262761105221194,0
sinusoidal,bridgeable,134,r2_targeted,2,8,0.264557663963964,0
sinusoidal,bridgeable,134,r2_targeted,2,9,0.268182058254282,0
sinusoidal,bridgeable,134,r2_targeted,3,4,0.249266482596472,0
sinusoidal,bridgeable,134,r2_targeted,3,5,0.240871622787281,0
sinusoidal,bridgeable,134,r2_targeted,3,8,0.241293539974261,0
sinusoidal,bridgeable,134,r2_targeted,3,9,0.24457316449348,0
sinusoidal,bridgeable,134,rinf_targeted,1,4,0.574966276649558,0
sinusoidal,bridgeable,134,rinf_targeted,1,5,0.427911894924878,0
sinusoidal,bridgeable,134,rinf_targeted,1,6,0.377392083227711,0
sinusoidal,bridgeable,134,rinf_targeted,1,7,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,1,8,0.375703440360145,0
sinusoidal,bridgeable,134,rinf_targeted,1,9,0.380322435507253,0
sinusoidal,bridgeable,134,rinf_targeted,2,4,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,2,5,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,2,6,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,2,8,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,2,9,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,3,5,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,3,6,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,3,8,0.368012568317347,0
sinusoidal,bridgeable,134,rinf_targeted,3,9,0.368012568317347,0
sinusoidal,bridgeable,135,r2_targeted,1,4,0.504920894703096,0
sinusoidal,bridgeable,135,r2_targeted,1,5,0.390109039598511,0
sinusoidal,bridgeable,135,r2_targeted,1,6,0.327793466500474,0
sinusoidal,bridgeable,135,r2_targeted,1,7,0.291462776363897,0
sinusoidal,bridgeable,135,r2_targeted,1,8,0.294665511432282,0
sinusoidal,bridgeable,135,r2_targeted,1,9,0.295183679209628,0
sinusoidal,bridgeable,135,r2_targeted,2,4,0.279822377359936,0
sinusoidal,bridgeable,135,r2_targeted,2,5,0.255943028493835,0
sinusoidal,bridgeable,135,r2_targeted,2,6,0.248626163248685,0
sinusoidal,bridgeable,135,r2_targeted,2,8,0.250108015790557,0
sinusoidal,bridgeable,135,r2_targeted,2,9,0.254909275009546,0
sinusoidal,bridgeable,135,r2_targeted,3,4,0.240932255757271,0
sinusoidal,bridgeable,135,r2_targeted,3,5,0.227526558559627,0
sinusoidal,bridgeable,135,r2_targeted,3,8,0.229194434864736,0
sinusoidal,bridgeable,135,r2_targeted,3,9,0.232542598595833,0
sinusoidal,bridgeable,135,rinf_targeted,1,4,0.535963114372795,0
sinusoidal,bridgeable,135,rinf_targeted,1,5,0.405053971978836,0
sinusoidal,bridgeable,135,rinf_targeted,1,6,0.367927972877979,0
sinusoidal,bridgeable,135,rinf_targeted,1,7,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,1,8,0.359554573155884,0
sinusoidal,bridgeable,135,rinf_targeted,1,9,0.356302056277128,0
sinusoidal,bridgeable,135,rinf_targeted,2,4,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,2,5,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,2,6,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,2,8,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,2,9,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,3,5,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,3,6,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,3,8,0.349421152402585,0
sinusoidal,bridgeable,135,rinf_targeted,3,9,0.349421152402585,0
sinusoidal,bridgeable,136,r2_targeted,1,4,0.480241091947004,0
sinusoidal,bridgeable,136,r2_targeted,1,5,0.420370439292059,0
sinusoidal,bridgeable,136,r2_targeted,1,6,0.313871729038458,0
sinusoidal,bridgeable,136,r2_targeted,1,7,0.290523604952626,0
sinusoidal,bridgeable,136,r2_targeted,1,8,0.29233370782078,0
sinusoidal,bridgeable,136,r2_targeted,1,9,0.29245327629704,0
sinusoidal,bridgeable,136,r2_targeted,2,4,0.272287159604543,0
sinusoidal,bridgeable,136,r2_targeted,2,5,0.25782949209682,0
sinusoidal,bridgeable,136,r2_targeted,2,6,0.2448619544023,0
sinusoidal,bridgeable,136,r2_targeted,2,8,0.248527011443504,0
sinusoidal,bridgeable,136,r2_targeted,2,9,0.252630716744599,0
sinusoidal,bridgeable,136,r2_targeted,3,4,0.234167974585059,0
sinusoidal,bridgeable,136,r2_targeted,3,5,0.226699702642831,0
sinusoidal,bridgeable,136,r2_targeted,3,8,0.227343170185317,0
sinusoidal,bridgeable,136,r2_targeted,3,9,0.230196432930247,0
sinusoidal,bridgeable,136,rinf_targeted,1,4,0.526955428919731,0
sinusoidal,bridgeable,136,rinf_targeted,1,5,0.430026512309589,0
sinusoidal,bridgeable,136,rinf_targeted,1,6,0.361061366186762,0
sinusoidal,bridgeable,136,rinf_targeted,1,7,0.347055279669675,0
sinusoidal,bridgeable,136,rinf_targeted,1,8,0.358413393454675,0
sinusoidal,bridgeable,136,rinf_targeted,1,9,0.355135428705802,0
sinusoidal,bridgeable,136,rinf_targeted,2,4,0.347055279669675,0
sinusoidal,bridgeable,136,rinf_targeted,2,5,0.347055279669675,0
sinusoidal,bridgeable,136,rinf_targeted,2,6,0.347055279669675,0
sinusoidal,bridgeable,136,rinf_targeted,2,8,0.347055279099621,0
sinusoidal,bridgeable,136,rinf_targeted,2,9,0.347055279669675,0
sinusoidal,bridgeable,136,rinf_targeted,3,4,0.347055279099621,0
sinusoidal,bridgeable,136,rinf_targeted,3,5,0.347055279099621,0
sinusoidal,bridgeable,136,rinf_targeted,3,6,0.347055279099621,0
sinusoidal,bridgeable,136,rinf_targeted,3,9,0.347055279099621,0
sinusoidal,bridgeable,137,r2_targeted,1,4,0.513379135482782,0
sinusoidal,bridgeable,137,r2_targeted,1,5,0.391199387370282,0
sinusoidal,bridgeable,137,r2_targeted,1,6,0.343219280634687,0
sinusoidal,bridgeable,137,r2_targeted,1,7,0.307187969417957,0
sinusoidal,bridgeable,137,r2_targeted,1,8,0.302636101034662,0
sinusoidal,bridgeable,137,r2_targeted,1,9,0.308165239560468,0
sinusoidal,bridgeable,137,r2_targeted,2,4,0.287785803298939,0
sinusoidal,bridgeable,137,r2_targeted,2,5,0.268391919791062,0
sinusoidal,bridgeable,137,r2_targeted,2,6,0.263096890598815,0
sinusoidal,bridgeable,137,r2_targeted,2,7,0.258354651288088,0
sinusoidal,bridgeable,137,r2_targeted,2,9,0.267133147463757,0
sinusoidal,bridgeable,137,r2_targeted,3,4,0.249268593219757,0
sinusoidal,bridgeable,137,r2_targeted,3,5,0.239075359119775,0
sinusoidal,bridgeable,137,r2_targeted,3,6,0.237682710203263,0
sinusoidal,bridgeable,137,r2_targeted,3,9,0.245153724425201,0
sinusoidal,bridgeable,137,rinf_targeted,1,4,0.553310226296113,0
sinusoidal,bridgeable,137,rinf_targeted,1,5,0.401104029057156,0
sinusoidal,bridgeable,137,rinf_targeted,1,6,0.382476024098595,0
sinusoidal,bridgeable,137,rinf_targeted,1,7,0.364030545503302,0
sinusoidal,bridgeable,137,rinf_targeted,1,8,0.366471036000694,0
sinusoidal,bridgeable,137,rinf_targeted,1,9,0.375535238982201,0
sinusoidal,bridgeable,137,rinf_targeted,2,4,0.364030545503302,0
sinusoidal,bridgeable,137,rinf_targeted,2,5,0.364030545503302,0
sinusoidal,bridgeable,137,rinf_targeted,2,6,0.364030543076149,0
sinusoidal,bridgeable,137,rinf_targeted,2,8,0.364030538184747,0
sinusoidal,bridgeable,137,rinf_targeted,2,9,0.364030542313316,0
sinusoidal,bridgeable,137,rinf_targeted,3,4,0.364030538184747,0
sinusoidal,bridgeable,137,rinf_targeted,3,5,0.364030538184747,0
sinusoidal,bridgeable,137,rinf_targeted,3,6,0.364030538184747,0
sinusoidal,bridgeable,137,rinf_targeted,3,9,0.364030538184747,0
sinusoidal,bridgeable,138,r2_targeted,1,4,0.508577600532275,0
sinusoidal,bridgeable,138,r2_targeted,1,5,0.392196517495385,0
sinusoidal,bridgeable,138,r2_targeted,1,6,0.321092878579234,0
sinusoidal,bridgeable,138,r2_targeted,1,7,0.31160256856258,0
sinusoidal,bridgeable,138,r2_targeted,1,8,0.303302875709276,0
sinusoidal,bridgeable,138,r2_targeted,1,9,0.303875459761061,0
sinusoidal,bridgeable,138,r2_targeted,2,4,0.284232395491399,0
sinusoidal,bridgeable,138,r2_targeted,2,5,0.269224350837158,0
sinusoidal,bridgeable,138,r2_targeted,2,6,0.259172876712595,0
sinusoidal,bridgeable,138,r2_targeted,2,7,0.259734094340073,0
sinusoidal,bridgeable,138,r2_targeted,2,9,0.266092148596788,0
sinusoidal,bridgeable,138,r2_targeted,3,4,0.246978795531105,0
sinusoidal,bridgeable,138,r2_targeted,3,5,0.238530042897816,0
sinusoidal,bridgeable,138,r2_targeted,3,7,0.235839499990718,0
sinusoidal,bridgeable,138,r2_targeted,3,9,0.243217215470698,0
sinusoidal,bridgeable,138,rinf_targeted,1,4,0.54912991818273,0
sinusoidal,bridgeable,138,rinf_targeted,1,5,0.403026216314574,0
sinusoidal,bridgeable,138,rinf_targeted,1,6,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,1,7,0.366531982053875,0
sinusoidal,bridgeable,138,rinf_targeted,1,8,0.3673196805491,0
sinusoidal,bridgeable,138,rinf_targeted,1,9,0.368217053168689,0
sinusoidal,bridgeable,138,rinf_targeted,2,4,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,2,5,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,2,7,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,2,8,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,2,9,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,3,5,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,3,7,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,3,8,0.366133485779093,0
sinusoidal,bridgeable,138,rinf_targeted,3,9,0.366133485779093,0
sinusoidal,bridgeable,139,r2_targeted,1,4,0.504437899439397,0
sinusoidal,bridgeable,139,r2_targeted,1,5,0.409835655666269,0
sinusoidal,bridgeable,139,r2_targeted,1,6,0.341330894539737,0
sinusoidal,bridgeable,139,r2_targeted,1,7,0.303550994190057,0
sinusoidal,bridgeable,139,r2_targeted,1,8,0.302386767387839,0
sinusoidal,bridgeable,139,r2_targeted,1,9,0.303435090524491,0
sinusoidal,bridgeable,139,r2_targeted,2,4,0.283559396450107,0
sinusoidal,bridgeable,139,r2_targeted,2,5,0.270471188134146,0
sinusoidal,bridgeable,139,r2_targeted,2,6,0.262355901662205,0
sinusoidal,bridgeable,139,r2_targeted,2,7,0.257683426141625,0
sinusoidal,bridgeable,139,r2_targeted,2,9,0.264464648750038,0
sinusoidal,bridgeable,139,r2_targeted,3,4,0.246695803958173,0
sinusoidal,bridgeable,139,r2_targeted,3,5,0.239901601308548,0
sinusoidal,bridgeable,139,r2_targeted,3,6,0.236494126480797,0
sinusoidal,bridgeable,139,r2_targeted,3,9,0.243235172134733,0
sinusoidal,bridgeable,139,rinf_targeted,1,4,0.551522701215874,0
sinusoidal,bridgeable,139,rinf_targeted,1,5,0.416477192293446,0
sinusoidal,bridgeable,139,rinf_targeted,1,6,0.376656406619489,0
sinusoidal,bridgeable,139,rinf_targeted,1,7,0.361905850378775,0
sinusoidal,bridgeable,139,rinf_targeted,1,8,0.366717805023496,0
sinusoidal,bridgeable,139,rinf_targeted,1,9,0.369899087646051,0
sinusoidal,bridgeable,139,rinf_targeted,2,4,0.361905850378775,0
sinusoidal,bridgeable,139,rinf_targeted,2,5,0.361905850378775,0
sinusoidal,bridgeable,139,rinf_targeted,2,6,0.361905850378775,0
sinusoidal,bridgeable,139,rinf_targeted,2,8,0.361905850378775,0
sinusoidal,bridgeable,139,rinf_targeted,2,9,0.361905850120216,0
sinusoidal,bridgeable,139,rinf_targeted,3,4,0.361905850120216,0
sinusoidal,bridgeable,139,rinf_targeted,3,5,0.361905850120216,0
sinusoidal,bridgeable,139,rinf_targeted,3,6,0.361905850120216,0
sinusoidal,bridgeable,139,rinf_targeted,3,8,0.361905850120216,0
sinusoidal,bridgeable,140,r2_targeted,1,4,0.495125445819477,0
sinusoidal,bridgeable,140,r2_targeted,1,5,0.411724614701348,0
sinusoidal,bridgeable,140,r2_targeted,1,6,0.346858948050001,0
sinusoidal,bridgeable,140,r2_targeted,1,7,0.307388117055992,0
sinusoidal,bridgeable,140,r2_targeted,1,8,0.310822920333511,0
sinusoidal,bridgeable,140,r2_targeted,1,9,0.310528235403631,0
sinusoidal,bridgeable,140,r2_targeted,2,4,0.285059887478065,0
sinusoidal,bridgeable,140,r2_targeted,2,5,0.272294198037159,0
